290	anti b	-11	64.35	-55.44	85.7496
291	b	-7.82	-10.6	-8.82	16.3944
291	anti b	-9.18	-9.4	-12.18	18.3972
292	Z 	34.58	-9.2	-46.61	108.483
292	anti Z	3.42	-82.8	-12.39	123.841
293	W 	11.05	-90.21	-38.64	127.334
293	anti W	53.95	-6.79	-53.36	110.747
294	b	-58.2	6.6	46.64	74.9904
294	anti b	-1.8	53.4	41.36	67.6973
295	W 	0.42	-32.39	-2.68	86.703
295	anti W	20.58	-8.61	-1.32	83.4287
296	b	24.92	60.2	6.08	65.5705
296	anti b	64.08	25.8	25.92	73.9
297	b	-33	14.72	18	40.5851
297	anti b	-33	1.28	32	46.1748
298	W 	11.83	5.25	19.6	83.7414
298	anti W	1.17	1.75	15.4	81.869
299	W 	-2.55	-20.93	-14.22	84.3073
299	anti W	-0.45	-2.07	-64.78	103.256
300	b	25.38	32.64	-8.91	42.5015
300	anti b	21.62	31.36	-24.09	45.2623
301	b	-45.36	-28	11.21	54.6321
301	anti b	-38.64	-28	7.79	48.5305
302	W 	-65.57	-0.52	0	103.734
302	anti W	-13.43	-1.48	69	106.792
